Nd_calc,Md_calc,Nd_maxC,Nd_maxT,Xn,fcc,Nsc,fsc,Nst,fst,MR
175.0,179.0,2125.0,-245.73913043478262,82.14204091683675,14.166666666666666,-53021.408708836636,-234.6080031364453,157304.34782608697,391.304347826087,101.55362611956683
